ID,answer
TG_D_S_20230316,1351.7933746693345
TG_D_S_20230317,1363.3329822516962
TG_D_S_20230318,1290.5799696182357
TG_D_S_20230319,588.4625195969629
TG_D_S_20230320,1380.6200328131827
TG_D_S_20230321,1438.837121260658
TG_D_S_20230322,1395.0832510772218
TG_D_S_20230323,1420.9089292609947
TG_D_S_20230324,1438.91347079924
TG_D_S_20230325,1372.5967198415221
TG_D_S_20230326,675.915689264977
TG_D_S_20230327,1472.8698720212392
TG_D_S_20230328,1534.5448649653324
TG_D_S_20230329,1485.389955019051
TG_D_S_20230330,1501.2314681158555
TG_D_S_20230331,1510.8860892226116
TG_E_J_20230304,867.6475142327685
TG_E_J_20230305,429.97321455932564
TG_E_J_20230306,949.3224108616778
TG_E_J_20230307,954.7685118208504
TG_E_J_20230308,883.89288146818
TG_E_J_20230309,862.8920925940738
TG_E_J_20230310,873.6603668910873
TG_E_J_20230311,843.7419959304415
TG_E_J_20230312,432.3247370860451
TG_E_J_20230313,923.4220059598417
TG_E_J_20230314,930.5064775237186
TG_E_J_20230315,861.1018115569361
TG_E_J_20230316,845.4453854306944
TG_E_J_20230317,860.4616383810239
TG_E_J_20230318,835.3808167015911
TG_E_J_20230319,450.49368815472366
TG_E_J_20230320,923.2291904125567
TG_E_J_20230321,930.8454342732061
TG_E_J_20230322,863.0236842673135
TG_E_J_20230323,847.9641908015678
TG_E_J_20230324,866.5025451811157
TG_E_J_20230325,846.243178224757
TG_E_J_20230326,465.31312324052885
TG_E_J_20230327,939.7155075732824
TG_E_J_20230328,951.2268339041905
TG_E_J_20230329,880.6385641265128
TG_E_J_20230330,857.0721110032787
TG_E_J_20230331,868.6823166968084
TG_E_S_20230304,955.5187740343438
TG_E_S_20230305,285.5641902817989
TG_E_S_20230306,1043.9563809315378
TG_E_S_20230307,1021.75222516922
TG_E_S_20230308,1015.7426353195938
TG_E_S_20230309,1010.7865751818626
TG_E_S_20230310,1022.5039991402141
TG_E_S_20230311,973.1232886743727
TG_E_S_20230312,303.0838893533172
TG_E_S_20230313,1064.385229336762
TG_E_S_20230314,1050.3807243228891
TG_E_S_20230315,1048.6180600142102
TG_E_S_20230316,1040.7891196748187
TG_E_S_20230317,1051.2329641167287
TG_E_S_20230318,1000.7515770236355
TG_E_S_20230319,346.9086056833636
TG_E_S_20230320,1114.2283143808181
TG_E_S_20230321,1101.8981866860693
TG_E_S_20230322,1106.007261690197
TG_E_S_20230323,1108.3720600099273
TG_E_S_20230324,1127.9603493661084
TG_E_S_20230325,1084.945292726584
TG_E_S_20230326,430.9356569897692
TG_E_S_20230327,1196.3881842072242
TG_E_S_20230328,1187.6798035471743
TG_E_S_20230329,1191.870134702764
TG_E_S_20230330,1195.2759128202297
TG_E_S_20230331,1208.7041832297227
CR_A_J_20230304,520.3912040572728
CR_A_J_20230305,473.5974074073441
CR_A_J_20230306,620.3279776916368
CR_A_J_20230307,638.2635089876306
CR_A_J_20230308,633.1585646604898
CR_A_J_20230309,638.8688466293262
CR_A_J_20230310,638.5231450311542
CR_A_J_20230311,525.1913578035403
CR_A_J_20230312,479.1109663757688
CR_A_J_20230313,626.6046594066532
CR_A_J_20230314,645.3246541673539
CR_A_J_20230315,640.9979490784708
CR_A_J_20230316,647.4543745402977
CR_A_J_20230317,647.7993465296619
CR_A_J_20230318,535.0826140168122
CR_A_J_20230319,489.5252683892439
CR_A_J_20230320,637.4378676417239
CR_A_J_20230321,656.465032045314
CR_A_J_20230322,652.3308449552268
CR_A_J_20230323,658.8668941876839
CR_A_J_20230324,659.1848610629702
CR_A_J_20230325,546.3449588323385
CR_A_J_20230326,500.5825013241057
CR_A_J_20230327,648.2254700212139
CR_A_J_20230328,666.9384568372684
CR_A_J_20230329,662.4673390279789
CR_A_J_20230330,663.8094032180576
CR_A_J_20230331,657.7759538274466
CR_B_J_20230304,196.28944183774684
CR_B_J_20230305,182.31384486900873
CR_B_J_20230306,241.4260352853014
CR_B_J_20230307,221.77145178181422
CR_B_J_20230308,226.15152012170785
CR_B_J_20230309,227.22973684161119
CR_B_J_20230310,219.66614757818633
CR_B_J_20230311,195.80235053783144
CR_B_J_20230312,180.83726275315053
CR_B_J_20230313,238.20544928007175
CR_B_J_20230314,215.97144875282618
CR_B_J_20230315,222.0395321750717
CR_B_J_20230316,225.09438908868123
CR_B_J_20230317,212.93234900593603
CR_B_J_20230318,185.0289234631411
CR_B_J_20230319,166.54311493045927
CR_B_J_20230320,223.53978950420424
CR_B_J_20230321,200.151233540152
CR_B_J_20230322,200.39600142570856
CR_B_J_20230323,203.50059681066352
CR_B_J_20230324,197.98971078109554
CR_B_J_20230325,176.55427653218436
CR_B_J_20230326,158.99566845862046
CR_B_J_20230327,217.01443173566355
CR_B_J_20230328,194.80843339479145
CR_B_J_20230329,196.26530429169634
CR_B_J_20230330,194.77814756089202
CR_B_J_20230331,184.00450927182715
CR_C_J_20230304,118.54049237115952
CR_C_J_20230305,74.18605935980598
CR_C_J_20230306,149.86206841821
CR_C_J_20230307,134.58045505438312
CR_C_J_20230308,141.34495240511342
CR_C_J_20230309,129.8736617879596
CR_C_J_20230310,130.34106666012713
CR_C_J_20230311,117.70077231193781
CR_C_J_20230312,74.89676338176105
CR_C_J_20230313,152.1865026622995
CR_C_J_20230314,133.89403627649295
CR_C_J_20230315,142.09472022824866
CR_C_J_20230316,138.40197605525995
CR_C_J_20230317,134.95438032996475
CR_C_J_20230318,123.38508736152396
CR_C_J_20230319,81.41710453997199
CR_C_J_20230320,159.26262169679174
CR_C_J_20230321,145.84781247884416
CR_C_J_20230322,154.09310076717128
CR_C_J_20230323,150.06655783151348
CR_C_J_20230324,151.24339042757816
CR_C_J_20230325,138.72156405557132
CR_C_J_20230326,95.3932774508346
CR_C_J_20230327,171.4765525129633
CR_C_J_20230328,155.91250283250042
CR_C_J_20230329,161.64542935264197
CR_C_J_20230330,154.77582565556642
CR_C_J_20230331,152.81926208817936
CR_D_J_20230304,338.82277400179214
CR_D_J_20230305,258.79910001750704
CR_D_J_20230306,358.40632377444115
CR_D_J_20230307,357.5517212894846
CR_D_J_20230308,358.9276239802747
CR_D_J_20230309,360.90196941756375
CR_D_J_20230310,364.7397970644653
CR_D_J_20230311,348.1596736784295
CR_D_J_20230312,269.43024202818503
CR_D_J_20230313,370.8862876540207
CR_D_J_20230314,371.5123646947941
CR_D_J_20230315,374.81761487666364
CR_D_J_20230316,378.89011881365343
CR_D_J_20230317,384.5098439425149
CR_D_J_20230318,369.4858201945683
CR_D_J_20230319,291.65442816890163
CR_D_J_20230320,395.6867474593807
CR_D_J_20230321,398.23109890658486
CR_D_J_20230322,402.6381954334932
CR_D_J_20230323,408.2318469289757
CR_D_J_20230324,415.3172730336995
CR_D_J_20230325,401.6882552551868
CR_D_J_20230326,325.2654649019822
CR_D_J_20230327,428.43063598065874
CR_D_J_20230328,429.6286192844655
CR_D_J_20230329,431.9465701609467
CR_D_J_20230330,434.704416925675
CR_D_J_20230331,437.6724218523731
CR_D_S_20230304,342.79212538267154
CR_D_S_20230305,355.07692503820186
CR_D_S_20230306,369.2952907537308
CR_D_S_20230307,366.1989431647694
CR_D_S_20230308,361.9095447044466
CR_D_S_20230309,363.7434019045921
CR_D_S_20230310,357.6445706259317
CR_D_S_20230311,355.3061196579149
CR_D_S_20230312,354.1556184471972
CR_D_S_20230313,368.14072113822954
CR_D_S_20230314,363.55215848634083
CR_D_S_20230315,359.8328759874916
CR_D_S_20230316,362.11637508441447
CR_D_S_20230317,358.02755223176376
CR_D_S_20230318,356.8343068316272
CR_D_S_20230319,369.5783892153009
CR_D_S_20230320,383.5807900480195
CR_D_S_20230321,382.05375167008606
CR_D_S_20230322,378.56655131760635
CR_D_S_20230323,378.5819061644313
CR_D_S_20230324,372.5335072243863
CR_D_S_20230325,369.9525610504505
CR_D_S_20230326,367.9080096562305
CR_D_S_20230327,381.5223273572499
CR_D_S_20230328,381.2203728708346
CR_D_S_20230329,379.00078568606506
CR_D_S_20230330,381.1386226473115
CR_D_S_20230331,377.88980808663985
CR_E_J_20230304,321.4516498504355
CR_E_J_20230305,276.1549942036255
CR_E_J_20230306,376.33668352372956
CR_E_J_20230307,362.4130863998869
CR_E_J_20230308,368.24230299349387
CR_E_J_20230309,372.9556224999085
CR_E_J_20230310,380.6839490110622
CR_E_J_20230311,344.5567643854632
CR_E_J_20230312,285.6132757645807
CR_E_J_20230313,387.3145999740216
CR_E_J_20230314,379.13666029136346
CR_E_J_20230315,386.78633682982615
CR_E_J_20230316,393.3337556121294
CR_E_J_20230317,402.8576055149765
CR_E_J_20230318,347.0030841221013
CR_E_J_20230319,304.4149360662068
CR_E_J_20230320,407.2187977196383
CR_E_J_20230321,414.0249955114
CR_E_J_20230322,422.6773721459035
CR_E_J_20230323,429.86575300273216
CR_E_J_20230324,439.62559246464554
CR_E_J_20230325,383.56629438217044
CR_E_J_20230326,340.30549527379753
CR_E_J_20230327,441.9514514008234
CR_E_J_20230328,425.6790755567124
CR_E_J_20230329,415.18543835759544
CR_E_J_20230330,418.3909958282943
CR_E_J_20230331,423.67372848943484
CR_E_S_20230304,252.87857143987824
CR_E_S_20230305,261.9099489859181
CR_E_S_20230306,271.263875732674
CR_E_S_20230307,264.87329986687416
CR_E_S_20230308,274.33306057535265
CR_E_S_20230309,270.0163841697659
CR_E_S_20230310,265.33839789038296
CR_E_S_20230311,258.79334067753786
CR_E_S_20230312,252.3788171254823
CR_E_S_20230313,261.39234630710183
CR_E_S_20230314,254.2063586739521
CR_E_S_20230315,248.35658576916038
CR_E_S_20230316,257.2264638396939
CR_E_S_20230317,266.4131232607239
CR_E_S_20230318,275.9278776649454
CR_E_S_20230319,285.78244472120275
CR_E_S_20230320,295.9889605988825
CR_E_S_20230321,291.7885663368988
CR_E_S_20230322,302.2095865641937
CR_E_S_20230323,297.34564323407966
CR_E_S_20230324,291.25798763662414
CR_E_S_20230325,286.5172014768954
CR_E_S_20230326,281.6356729542355
CR_E_S_20230327,291.69408984022476
CR_E_S_20230328,287.8117359058463
CR_E_S_20230329,283.3764407592387
CR_E_S_20230330,279.99702793629694
CR_E_S_20230331,277.2254932208969
CB_A_J_20230304,451.146152117929
CB_A_J_20230305,402.6110175671301
CB_A_J_20230306,455.23120780714817
CB_A_J_20230307,444.9177540081685
CB_A_J_20230308,446.33456480859695
CB_A_J_20230309,436.00537844627036
CB_A_J_20230310,441.79342644279143
CB_A_J_20230311,426.3390807841329
CB_A_J_20230312,399.8976335113359
CB_A_J_20230313,453.0820334135037
CB_A_J_20230314,442.2584129085243
CB_A_J_20230315,443.8696890957837
CB_A_J_20230316,433.8183819192382
CB_A_J_20230317,438.39605314606877
CB_A_J_20230318,423.0222800801991
CB_A_J_20230319,395.9157665578785
CB_A_J_20230320,448.2785491846446
CB_A_J_20230321,437.34860915373025
CB_A_J_20230322,435.7538974828734
CB_A_J_20230323,422.9979992371761
CB_A_J_20230324,425.7388903653937
CB_A_J_20230325,409.4896841258019
CB_A_J_20230326,381.22873763568964
CB_A_J_20230327,432.5350137663601
CB_A_J_20230328,419.8330496280943
CB_A_J_20230329,419.3891858479955
CB_A_J_20230330,407.5768050901352
CB_A_J_20230331,412.24839201073803
CB_A_S_20230304,0.18915624594229682
CB_A_S_20230305,4.610722509040543e-09
CB_A_S_20230306,1.9690829810759933
CB_A_S_20230307,2.5792908039488123
CB_A_S_20230308,3.7129682164692355
CB_A_S_20230309,3.229981837620246
CB_A_S_20230310,5.454822074531583
CB_A_S_20230311,5.090232620237648
CB_A_S_20230312,3.770995457357987
CB_A_S_20230313,6.764155274138854
CB_A_S_20230314,7.184238156048843
CB_A_S_20230315,8.039424248744028
CB_A_S_20230316,7.194244085553298
CB_A_S_20230317,8.979636875966731
CB_A_S_20230318,8.10643334057713
CB_A_S_20230319,6.218955670161499
CB_A_S_20230320,8.595023766032131
CB_A_S_20230321,8.36092746329446
CB_A_S_20230322,8.53733089449783
CB_A_S_20230323,7.001685385059165
CB_A_S_20230324,8.097996009971029
CB_A_S_20230325,6.550011651174094
CB_A_S_20230326,4.014538395074284
CB_A_S_20230327,5.7811721613779685
CB_A_S_20230328,4.9870169350066105
CB_A_S_20230329,4.6623607686657005
CB_A_S_20230330,2.692891191513674
CB_A_S_20230331,3.429299663203421
CB_D_J_20230304,375.01396284927876
CB_D_J_20230305,364.84493534086744
CB_D_J_20230306,401.2170708731029
CB_D_J_20230307,396.7326644504425
CB_D_J_20230308,395.2201648699521
CB_D_J_20230309,391.7847592510334
CB_D_J_20230310,388.67851239450414
CB_D_J_20230311,383.4578267416059
CB_D_J_20230312,371.9792406866762
CB_D_J_20230313,407.187114949058
CB_D_J_20230314,401.275280575543
CB_D_J_20230315,399.74234258477054
CB_D_J_20230316,395.7164425860811
CB_D_J_20230317,391.93813792946247
CB_D_J_20230318,385.84196206570607
CB_D_J_20230319,374.2595071657059
CB_D_J_20230320,409.5183912633653
CB_D_J_20230321,403.69073283652244
CB_D_J_20230322,402.6527861802694
CB_D_J_20230323,399.19285270226925
CB_D_J_20230324,394.64819564236905
CB_D_J_20230325,388.65687976885323
CB_D_J_20230326,377.44078231751917
CB_D_J_20230327,413.0123065661295
CB_D_J_20230328,406.8415266321782
CB_D_J_20230329,404.92077821318844
CB_D_J_20230330,400.9847231085642
CB_D_J_20230331,398.17756424988943
CB_E_J_20230304,91.4314615431193
CB_E_J_20230305,53.03988834260263
CB_E_J_20230306,99.32019217594213
CB_E_J_20230307,96.56514096763865
CB_E_J_20230308,92.18879437527616
CB_E_J_20230309,95.48030380070261
CB_E_J_20230310,98.14515924046154
CB_E_J_20230311,87.39587024820628
CB_E_J_20230312,48.810499157340324
CB_E_J_20230313,95.00669490790784
CB_E_J_20230314,92.28206315668145
CB_E_J_20230315,88.0531613355962
CB_E_J_20230316,91.60909912723466
CB_E_J_20230317,94.6526296331616
CB_E_J_20230318,84.390725685338
CB_E_J_20230319,46.39306557713257
CB_E_J_20230320,93.26608177852978
CB_E_J_20230321,91.29341201937328
CB_E_J_20230322,87.87504351835064
CB_E_J_20230323,92.28113143003712
CB_E_J_20230324,96.19337539356285
CB_E_J_20230325,86.79594547422452
CB_E_J_20230326,49.63437682990381
CB_E_J_20230327,97.29007971780175
CB_E_J_20230328,96.02129581173757
CB_E_J_20230329,93.2027815054505
CB_E_J_20230330,98.0801878596662
CB_E_J_20230331,102.31200863020172
RD_A_J_20230304,424.08354058619045
RD_A_J_20230305,382.6531168207995
RD_A_J_20230306,486.08026748825273
RD_A_J_20230307,494.1112034300959
RD_A_J_20230308,483.2718841296684
RD_A_J_20230309,490.6836556152256
RD_A_J_20230310,484.25862281288875
RD_A_J_20230311,419.8543411222551
RD_A_J_20230312,384.71097378935417
RD_A_J_20230313,489.86117203337585
RD_A_J_20230314,498.3170007216268
RD_A_J_20230315,489.3544079868415
RD_A_J_20230316,498.833092618057
RD_A_J_20230317,491.79966920000226
RD_A_J_20230318,419.55738838518687
RD_A_J_20230319,380.64365166749144
RD_A_J_20230320,486.2421823599476
RD_A_J_20230321,497.1363779604971
RD_A_J_20230322,490.1587745209906
RD_A_J_20230323,499.4244312498755
RD_A_J_20230324,496.18002270844016
RD_A_J_20230325,432.606643055097
RD_A_J_20230326,398.0349839178417
RD_A_J_20230327,503.4035106849301
RD_A_J_20230328,505.06649259851673
RD_A_J_20230329,498.1857334355957
RD_A_J_20230330,506.2755472053728
RD_A_J_20230331,500.13170806588244
RD_A_S_20230304,167.90650635018164
RD_A_S_20230305,129.83882145255657
RD_A_S_20230306,173.12068533914913
RD_A_S_20230307,171.5424373769047
RD_A_S_20230308,170.10785292804866
RD_A_S_20230309,170.08204800396817
RD_A_S_20230310,171.77874213036336
RD_A_S_20230311,167.91877791935332
RD_A_S_20230312,128.4774987445973
RD_A_S_20230313,172.17917253129798
RD_A_S_20230314,170.73129011056596
RD_A_S_20230315,167.64870077391913
RD_A_S_20230316,165.4159656509877
RD_A_S_20230317,164.72179479092065
RD_A_S_20230318,159.11648073759696
RD_A_S_20230319,120.20462177177026
RD_A_S_20230320,164.61868295635617
RD_A_S_20230321,161.90670010737188
RD_A_S_20230322,159.80458449343868
RD_A_S_20230323,159.55549331446932
RD_A_S_20230324,162.50686136165996
RD_A_S_20230325,159.72904985565853
RD_A_S_20230326,122.0749867250292
RD_A_S_20230327,167.08011050765208
RD_A_S_20230328,165.78089476472655
RD_A_S_20230329,164.82256207092038
RD_A_S_20230330,165.13646846973717
RD_A_S_20230331,166.74355834593092
RD_C_S_20230304,13.70338963851856
RD_C_S_20230305,11.760577372616542
RD_C_S_20230306,13.766845880549418
RD_C_S_20230307,12.817345649656444
RD_C_S_20230308,11.004249359735775
RD_C_S_20230309,10.381072104177768
RD_C_S_20230310,8.150021906913762
RD_C_S_20230311,9.565131392916284
RD_C_S_20230312,7.173570565529175
RD_C_S_20230313,8.751793824505041
RD_C_S_20230314,7.4016241609509645
RD_C_S_20230315,7.899740878020928
RD_C_S_20230316,7.043223129669306
RD_C_S_20230317,6.410336391166159
RD_C_S_20230318,7.750465999319179
RD_C_S_20230319,5.3367914172863085
RD_C_S_20230320,6.946375735148128
RD_C_S_20230321,5.680366031485007
RD_C_S_20230322,6.313491086079605
RD_C_S_20230323,5.639646701206741
RD_C_S_20230324,5.232754874194383
RD_C_S_20230325,6.836799349266778
RD_C_S_20230326,4.71862882697426
RD_C_S_20230327,6.64819920459581
RD_C_S_20230328,5.718946789593284
RD_C_S_20230329,6.697474692734658
RD_C_S_20230330,6.369337966542863
RD_C_S_20230331,6.300108733078382
RD_D_J_20230304,76.02537156081844
RD_D_J_20230305,41.460394452718525
RD_D_J_20230306,82.39562667200195
RD_D_J_20230307,82.08991347768658
RD_D_J_20230308,80.61794373133694
RD_D_J_20230309,80.16201390345886
RD_D_J_20230310,79.58788449124538
RD_D_J_20230311,74.35593948912373
RD_D_J_20230312,40.426315716633596
RD_D_J_20230313,82.10497753131799
RD_D_J_20230314,82.62329159451436
RD_D_J_20230315,82.02704154420421
RD_D_J_20230316,82.4691597529303
RD_D_J_20230317,82.78654845494094
RD_D_J_20230318,78.41217163644049
RD_D_J_20230319,40.63819914132936
RD_D_J_20230320,82.86847949675932
RD_D_J_20230321,83.83317511895885
RD_D_J_20230322,83.56393644629837
RD_D_J_20230323,84.20427764847337
RD_D_J_20230324,84.58664474704389
RD_D_J_20230325,80.14459258936125
RD_D_J_20230326,46.81870823525898
RD_D_J_20230327,88.90323427721776
RD_D_J_20230328,89.62593193984327
RD_D_J_20230329,89.03711752614478
RD_D_J_20230330,89.30215111565026
RD_D_J_20230331,85.44204538743901
RD_D_S_20230304,178.83677888821785
RD_D_S_20230305,140.51733301933203
RD_D_S_20230306,185.6114494545968
RD_D_S_20230307,186.46859285828526
RD_D_S_20230308,185.62198772272762
RD_D_S_20230309,184.2168976120447
RD_D_S_20230310,186.79087476451096
RD_D_S_20230311,179.33706888079934
RD_D_S_20230312,140.76631524163307
RD_D_S_20230313,186.30684337020648
RD_D_S_20230314,188.66462915059722
RD_D_S_20230315,187.98356609985805
RD_D_S_20230316,185.55494826744516
RD_D_S_20230317,186.2104145149373
RD_D_S_20230318,177.7698310654027
RD_D_S_20230319,137.0516612331085
RD_D_S_20230320,182.89763298154946
RD_D_S_20230321,184.0017292128764
RD_D_S_20230322,183.11993262207895
RD_D_S_20230323,182.11666403965413
RD_D_S_20230324,184.27088580223437
RD_D_S_20230325,177.1839167285563
RD_D_S_20230326,137.8874585180954
RD_D_S_20230327,183.61213290284235
RD_D_S_20230328,184.53677933015157
RD_D_S_20230329,183.59411037235682
RD_D_S_20230330,181.4342318456035
RD_D_S_20230331,182.65905543402874
RD_E_J_20230304,143.18239540574322
